"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","gene_symbol","Candidate_EMG","delabel"
"SK1_03T01360.1|CDS=1-5550|Name=YCR089W|FIG2",1477.60857688898,-0.366007808872195,0.105751851737348,-3.4610061465518,0.00053816052459453,0.0202470204913489,"Not Significant","FIG2",FALSE,NA
"SK1_10T02220.1|CDS=1-3258|Name=YJR035W|RAD26",3438.16422525953,0.30291002217847,0.0874685229880325,3.46307462194045,0.000534040266183901,0.0202470204913489,"Not Significant","RAD26",FALSE,NA
"SK1_04T02120.1|CDS=1-984|Name=YDL014W|NOP1",6316.48304725386,-0.32919167090133,0.0952353033592742,-3.45661387415818,0.000547008035075677,0.0203875518119795,"Not Significant","NOP1",FALSE,NA
"SK1_11T02230.1|CDS=1-705|Name=YKR014C|YPT52",1238.22590636199,0.387573422147186,0.112232950121707,3.45329443560823,0.000553784194592321,0.0204489941484646,"Not Significant","YPT52",FALSE,NA
"SK1_01T00270.1|CDS=1-1743|Name=YAL040C|CLN3",1944.59992378793,-0.301443933786044,0.0874618410225786,-3.44657658999226,0.000567737611465134,0.0207719045369078,"Not Significant","CLN3",FALSE,NA
"SK1_04T00980.1|CDS=1-5181|Name=YDL140C|RPO21",6892.40922563686,-0.350432186859652,0.101789984177153,-3.44269811703444,0.000575941834258562,0.0208473460948032,"Not Significant","RPO21",FALSE,NA
"SK1_08T00720.1|CDS=1-1074|Name=YHR025W|THR1",2172.69031704906,-0.337807105679131,0.0981803359947028,-3.44067986992178,0.000580254617984742,0.0208473460948032,"Not Significant","THR1",FALSE,NA
"SK1_08T01890.1|CDS=1-1398|Name=YHR146W|CRP1",1761.54681253561,0.36332818246365,0.106042063346555,3.42626473870336,0.000611943621737615,0.02166616284799,"Not Significant","CRP1",FALSE,NA
"SK1_10T03110.1|CDS=1-1920|Name=YJR130C|STR2",2171.10611322729,0.269360315290062,0.0786439342450187,3.42506154957683,0.000614660154160176,0.02166616284799,"Not Significant","STR2",FALSE,NA
"SK1_12T00990.1|CDS=1-486|Name=YLR042C|NFG1",717.685483485645,-0.38604546352061,0.112779902721397,-3.42299872765688,0.000619343672184267,0.02166616284799,"Not Significant","NFG1",FALSE,NA
"SK1_12T04560.1|CDS=1-1200|Name=YLR449W|FPR4",5003.34892422689,0.366707813898517,0.107729366120419,3.40397263164637,0.000664134073006824,0.0230310146360975,"Not Significant","FPR4",FALSE,NA
"SK1_04T06640.1|CDS=1-690|Name=YDR486C|VPS60",566.370557340869,0.337266577415617,0.099467687850708,3.39071496184594,0.000697105618454362,0.0239660103999655,"Not Significant","VPS60",FALSE,NA
"SK1_04T06130.1|CDS=1-1182|Name=YDR427W|RPN9",1847.06688600846,0.268820562611362,0.0793420619373458,3.38812171057064,0.000703730290998658,0.0239869777820739,"Not Significant","RPN9",FALSE,NA
"SK1_03T00320.1|CDS=1-333|Name=YCL035C|GRX1",462.108300619855,0.43371655039223,0.128100439021621,3.38575381712023,0.000709830319142997,0.0239898585825616,"Not Significant","GRX1",FALSE,NA
"SK1_15T00490.1|CDS=1-1647|Name=YOL105C|WSC3",945.362624768281,-0.4333219880202,0.128164637892238,-3.38097930245424,0.00072227983255239,0.0242054787581423,"Not Significant","WSC3",FALSE,NA
