"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","gene_symbol","Candidate_EMG","delabel"
"SK1_08T01410.1|CDS=1-1779|Name=YHR096C|HXT5",167.454238135964,-0.506610907364386,0.172599938486947,-2.93517432164496,0.00333360350303726,0.436225829826019,"Not Significant","HXT5",FALSE,NA
"SK1_14T01120.1|CDS=1-261|Name=YNL211C|MRX7",30.2810023495325,-1.06562218530299,0.362200882726401,-2.94207506420668,0.00326020888883168,0.436225829826019,"Not Significant","MRX7",FALSE,NA
"SK1_15T00460.1|CDS=1-342|Name=YOL109W|ZEO1",3255.61806834443,0.478895355230192,0.163821008566401,2.92328413444043,0.00346360293739654,0.44269678474259,"Not Significant","ZEO1",FALSE,NA
"SK1_03T00430.1|CDS=1-1902|Name=YCL025C|AGP1",4044.09488582987,-0.472014281981732,0.162073728548115,-2.91234295780148,0.00358728531433193,0.448084547444734,"Not Significant","AGP1",FALSE,NA
"SK1_04T04720.1|CDS=1-1302|Name=YDR277C|MTH1",412.45942695319,-0.472005555117703,0.164673984273753,-2.86630312128141,0.00415296385986826,0.507215319418577,"Not Significant","MTH1",FALSE,NA
"SK1_14T01710.1|CDS=1-2214|Name=YNL144C|YNL144C",425.497039571317,-0.347755329602807,0.121862336942744,-2.85367356582205,0.00432169131423427,0.507730483299116,"Not Significant","YNL144C",FALSE,NA
"SK1_15T04770.1|CDS=1-1560|Name=YOR374W|ALD4",1320.01387938516,-0.425126205960628,0.149052675510353,-2.85218768804388,0.00434194554495241,0.507730483299116,"Not Significant","ALD4",FALSE,NA
"SK1_06T00270.1|CDS=1-1623|Name=YFL040W|YFL040W",96.2353490204808,-0.62827812691681,0.222076501762891,-2.82910673542406,0.00466781285010055,0.523557131105156,"Not Significant","YFL040W",FALSE,NA
"SK1_09T00060.1|CDS=1-1599|Name=YIL162W|SUC2",977.054823880467,-0.380458555944762,0.135010226931434,-2.81799804794034,0.00483241036343548,0.531178547148828,"Not Significant","SUC2",FALSE,NA
"SK1_10T02450.1|CDS=1-1056|Name=YJR060W|CBF1",287.476761065363,0.388868160808151,0.139164670418408,2.79430231565951,0.00520118299700675,0.560503955912728,"Not Significant","CBF1",FALSE,NA
"SK1_16T01230.1|CDS=1-855|Name=YPL156C|PRM4",572.875566596605,-0.413755373237049,0.149521628994544,-2.76719412448447,0.00565410759501036,0.597595679657249,"Not Significant","PRM4",FALSE,NA
"SK1_15T01470.1|CDS=1-984|Name=YOL002C|IZH2",861.609555248361,-0.373034281856741,0.135734146320546,-2.74827147014129,0.00599103827872832,0.621259365658318,"Not Significant","IZH2",FALSE,NA
"SK1_14T03730.1|CDS=1-363|Name=YNR076W|PAU6",69.9347062033609,-1.01470988918923,0.372757642942407,-2.72217058027166,0.00648546565274679,0.660076281990674,"Not Significant","PAU6",FALSE,NA
"SK1_05T01270.1|CDS=1-903|Name=YER053C|PIC2",155.677108548236,-0.463504631763064,0.17095246512903,-2.7113070958832,0.00670185243254539,0.6696978358049,"Not Significant","PIC2",FALSE,NA
"SK1_16T01420.1|CDS=1-498|Name=YPL135W|ISU1",2091.42963639385,-0.349787936044977,0.130407122515984,-2.68227631510008,0.00731230347684929,0.717650355513637,"Not Significant","ISU1",FALSE,NA
"SK1_02T03860.1|CDS=1-1407|Name=YBR297W|MAL33",298.536818269346,-0.409498473239107,0.156020890773949,-2.62463873400396,0.00867409471474563,0.808013975461728,"Not Significant","MAL33",FALSE,NA
"SK1_11T01350.1|CDS=1-1353|Name=YKL075C|YKL075C",460.714921026505,0.303334933109461,0.115520724515613,2.62580532091854,0.00864442427568724,0.808013975461728,"Not Significant","YKL075C",FALSE,NA
"SK1_09T00120.1|CDS=1-222|Name=YIL156W-B|MCO8",33.8596742981171,-1.3021877376582,0.50013112342232,-2.60369266513055,0.0092225415798614,0.82562197106021,"Not Significant","MCO8",FALSE,NA
"SK1_09T01300.1|CDS=1-666|Name=KHR1|KHR1",724.439494013628,0.331790768519767,0.127813610117737,2.59589544661272,0.00943447687533799,0.82562197106021,"Not Significant","KHR1",FALSE,NA
"SK1_10T02330.1|CDS=1-330|Name=YJR048W|CYC1",2703.97768421386,0.381638780446135,0.147384810470246,2.589403746753,0.00961422964844495,0.82562197106021,"Not Significant","CYC1",FALSE,NA
"SK1_12T02880.1|CDS=1-4452|Name=YLR256W|HAP1",1847.38329635754,-0.254630379919832,0.0982328918968528,-2.59210917039072,0.00953894963548788,0.82562197106021,"Not Significant","HAP1",FALSE,NA
"SK1_13T04350.1|CDS=1-711|Name=YIR042C|YIR042C",951.582712765383,0.355519475616285,0.137239503805502,2.59050394207293,0.00958355239396012,0.82562197106021,"Not Significant","YIR042C",FALSE,NA
"SK1_02T03350.1|CDS=1-489|Name=YBR244W|GPX2",576.17970721393,0.27708815448395,0.107998217608424,2.5656734029501,0.010297573617015,0.870699455370989,"Not Significant","GPX2",FALSE,NA
"SK1_11T01270.1|CDS=1-1005|Name=YKL085W|MDH1",1335.99770650729,-0.293081688248541,0.114530257613341,-2.55898916457515,0.0104977013358667,0.87417222033217,"Not Significant","MDH1",FALSE,NA
"SK1_11T01020.1|CDS=1-2196|Name=YKL112W|ABF1",1180.9259754357,0.241968404192662,0.0949078908547405,2.54950775971834,0.0107875110391139,0.876324919171871,"Not Significant","ABF1",FALSE,NA
"SK1_16T01980.1|CDS=1-2535|Name=YPL075W|GCR1",653.725666465531,0.300851741477018,0.118085915728876,2.54773602440252,0.0108424480538004,0.876324919171871,"Not Significant","GCR1",FALSE,NA
"SK1_13T03600.1|CDS=1-180|Name=YMR251W-A|HOR7",497.448514877486,0.313013383043573,0.123220056095567,2.54027950450538,0.0110763910907268,0.882258629487454,"Not Significant","HOR7",FALSE,NA
"SK1_08T00930.1|CDS=1-888|Name=YHR046C|INM1",517.802836536511,0.301258815298766,0.118940933966036,2.53284386840944,0.0113141335492666,0.888321114096704,"Not Significant","INM1",FALSE,NA
"SK1_14T03580.1|CDS=1-2160|Name=YNR060W|FRE4",2961.74523745773,-0.347168534622889,0.137510081618416,-2.52467695849578,0.01158046855007,0.896426128889929,"Not Significant","FRE4",FALSE,NA
"SK1_06T01010.1|CDS=1-444|Name=YFR033C|QCR6",3959.34820605417,0.278658699136623,0.112162575726243,2.48441779561794,0.0129763464307419,0.976958903881608,"Not Significant","QCR6",FALSE,NA
"SK1_16T00790.1|CDS=1-1251|Name=YPL202C|AFT2",517.529385286016,-0.299643695174169,0.12054855277402,-2.4856681252398,0.012930849165485,0.976958903881608,"Not Significant","AFT2",FALSE,NA
"SK1_12T03620.1|CDS=1-1668|Name=YLR343W|GAS2",216.738353344591,-0.378762740005344,0.153103769686158,-2.47389558586151,0.0133648750977968,0.992612885641775,"Not Significant","GAS2",FALSE,NA
"SK1_01T00015.1|CDS=1-1314|Name=BIO6|BIO6",251.072979732443,-0.243821319360893,0.183579726771862,-1.32814948386917,0.184128728870538,0.999701199421666,"Not Significant","BIO6",FALSE,NA
"SK1_01T00020.1|CDS=1-612|Name=YHR214W/YAR066W|YHR214W/YAR066W",601.005575574549,-0.0417473215307835,0.234077230549995,-0.178348493925243,0.858449296596976,0.999701199421666,"Not Significant","YHR214W/YAR066W",FALSE,NA
"SK1_01T00030.1|CDS=1-597|Name=YHR213W|YHR213W",92.7314380088715,-0.127093848710299,0.272293460114331,-0.466753217858904,0.640676449888644,0.999701199421666,"Not Significant","YHR213W",FALSE,NA
"SK1_01T00040.1|CDS=1-204|Name=YHR212W-A|YHR212W-A",9.70728178741619,0.185311351339483,0.604058129049041,0.306777348781343,0.759012850508039,0.999701199421666,"Not Significant","YHR212W-A",FALSE,NA
"SK1_01T00060.1|CDS=1-156|Name=YAL063C-A|YAL063C-A",5.24240718168912,-1.45010137002246,0.862846421520616,-1.68060194010762,0.0928402587326375,0.999701199421666,"Not Significant","YAL063C-A",FALSE,NA
"SK1_01T00070.1|CDS=1-2880|Name=YAL063C|FLO9",19051.4635801406,0.195531105303095,0.158748828164631,1.23170109388347,0.218060761066882,0.999701199421666,"Not Significant","FLO9",FALSE,NA
"SK1_01T00080.1|CDS=1-1374|Name=YAL062W|GDH3",203.678524304689,-0.0796423506674958,0.200784749295111,-0.396655378195276,0.691621609460375,0.999701199421666,"Not Significant","GDH3",FALSE,NA
"SK1_01T00090.1|CDS=1-1254|Name=YAL061W|BDH2",88.6850524982638,0.0989182050430494,0.303447424068701,0.325981363482111,0.74443845543718,0.999701199421666,"Not Significant","BDH2",FALSE,NA
"SK1_01T00100.1|CDS=1-1149|Name=YAL060W|BDH1",1106.83021659038,0.207968829948646,0.130529966573347,1.59326502111517,0.111100750145219,0.999701199421666,"Not Significant","BDH1",FALSE,NA
"SK1_01T00110.1|CDS=1-567|Name=YAL059W|ECM1",1063.11371574983,0.0997724955069942,0.174028465345668,0.573311356327937,0.566433897536929,0.999701199421666,"Not Significant","ECM1",FALSE,NA
"SK1_01T00120.1|CDS=1-1509|Name=YAL058W|CNE1",396.072574408385,-0.0350653125397207,0.129380205330282,-0.271025327639617,0.786371552401459,0.999701199421666,"Not Significant","CNE1",FALSE,NA
"SK1_01T00130.1|CDS=1-2643|Name=YAL056W|GPB2",531.156915210211,-0.14229099810347,0.118845355597144,-1.19727857591509,0.231197992034799,0.999701199421666,"Not Significant","GPB2",FALSE,NA
"SK1_01T00140.1|CDS=1-543|Name=YAL055W|PEX22",50.4864488459326,0.112523777252428,0.277508956983192,0.405478001415439,0.685126185492763,0.999701199421666,"Not Significant","PEX22",FALSE,NA
"SK1_01T00150.1|CDS=1-2142|Name=YAL054C|ACS1",186.307465553852,-0.318535218184823,0.205057791641281,-1.55339241506148,0.120329413867373,0.999701199421666,"Not Significant","ACS1",FALSE,NA
"SK1_01T00160.1|CDS=1-2352|Name=YAL053W|FLC2",1944.50862051409,-0.0880170990295022,0.105771238475018,-0.83214586780404,0.405326614411743,0.999701199421666,"Not Significant","FLC2",FALSE,NA
"SK1_01T00170.1|CDS=1-3144|Name=YAL051W|OAF1",579.85593288049,0.157544680024647,0.106917827292238,1.4735117988699,0.140613084730126,0.999701199421666,"Not Significant","OAF1",FALSE,NA
"SK1_01T00180.1|CDS=1-741|Name=YAL049C|AIM2",494.776442634277,-0.00619156065829966,0.118144772149808,-0.0524065563429986,0.958204750091653,0.999701199421666,"Not Significant","AIM2",FALSE,NA
"SK1_01T00190.1|CDS=1-1989|Name=YAL048C|GEM1",242.737577791304,0.0821497237948723,0.145099110580528,0.566162834949153,0.571283091826831,0.999701199421666,"Not Significant","GEM1",FALSE,NA
"SK1_01T00200.1|CDS=1-1869|Name=YAL047C|SPC72",207.407805245848,-0.110131001779384,0.201071723036213,-0.547719988252894,0.583884185194314,0.999701199421666,"Not Significant","SPC72",FALSE,NA
"SK1_01T00210.1|CDS=1-357|Name=YAL046C|BOL 3.00",60.8213800718045,0.117995435012856,0.284484008278656,0.414770010190791,0.678310275636315,0.999701199421666,"Not Significant","BOL 3.00",FALSE,NA
"SK1_01T00220.1|CDS=1-333|Name=YAL044W-A|BOL 1.00",74.9128715819838,-0.581407862562829,0.247338716821976,-2.35065447914207,0.0187404268459622,0.999701199421666,"Not Significant","BOL 1.00",FALSE,NA
"SK1_01T00230.1|CDS=1-513|Name=YAL044C|GCV3",653.857666053465,0.0362407133527204,0.159412068744251,0.227339834669998,0.820159500315996,0.999701199421666,"Not Significant","GCV3",FALSE,NA
"SK1_01T00240.1|CDS=1-2358|Name=YAL043C|PTA1",1014.26044105941,-0.0990513901946215,0.139247107901428,-0.711335349706072,0.476876451031018,0.999701199421666,"Not Significant","PTA1",FALSE,NA
"SK1_01T00250.1|CDS=1-1248|Name=YAL042W|ERV46",1895.89329123681,0.0204283047004826,0.128808708131504,0.158594127654994,0.87398865569129,0.999701199421666,"Not Significant","ERV46",FALSE,NA
"SK1_01T00260.1|CDS=1-2565|Name=YAL041W|CDC24",1094.6503790969,-0.127874434827249,0.103268680187116,-1.23826928547503,0.215616228503031,0.999701199421666,"Not Significant","CDC24",FALSE,NA
"SK1_01T00270.1|CDS=1-1743|Name=YAL040C|CLN3",2888.34326830429,-0.181497482435075,0.0886662681944501,-2.04697328680892,0.0406607074647876,0.999701199421666,"Not Significant","CLN3",FALSE,NA
"SK1_01T00280.1|CDS=1-810|Name=YAL039C|CYC3",611.653284197741,-0.0870114735449293,0.205804867037804,-0.422786277104644,0.672451200796082,0.999701199421666,"Not Significant","CYC3",FALSE,NA
"SK1_01T00290.1|CDS=1-1503|Name=YAL038W|CDC19",56829.5707855086,0.148277705599269,0.180858604002734,0.819854307827279,0.412299167265473,0.999701199421666,"Not Significant","CDC19",FALSE,NA
"SK1_01T00300.1|CDS=1-804|Name=YAL037W|YAL037W",130.215633241012,-0.0118942198809304,0.193891397960681,-0.0613447528154,0.951084650298304,0.999701199421666,"Not Significant","YAL037W",FALSE,NA
"SK1_01T00310.1|CDS=1-1110|Name=YAL036C|RBG1",1208.48684255701,-0.0767138782421024,0.118384161324604,-0.648007954643157,0.516979805360165,0.999701199421666,"Not Significant","RBG1",FALSE,NA
"SK1_01T00320.1|CDS=1-3003|Name=YAL035W|FUN12",7817.69545098513,-0.0213030007622741,0.106344878053177,-0.200319951014676,0.841230360118557,0.999701199421666,"Not Significant","FUN12",FALSE,NA
"SK1_01T00330.1|CDS=1-870|Name=YAL034W-A|MTW1",170.516614605864,-0.0383387919227803,0.190502329034724,-0.20125104043107,0.840502283330236,0.999701199421666,"Not Significant","MTW1",FALSE,NA
"SK1_01T00340.1|CDS=1-1242|Name=YAL034C|FUN19",270.454680204724,-0.194200886568067,0.140036698562833,-1.38678566805066,0.165507128605636,0.999701199421666,"Not Significant","FUN19",FALSE,NA
"SK1_01T00350.1|CDS=1-522|Name=YAL033W|POP5",238.214323122003,-0.123287608777375,0.170495069363167,-0.723115391183326,0.46960899413147,0.999701199421666,"Not Significant","POP5",FALSE,NA
"SK1_01T00360.1|CDS=1-1140|Name=YAL032C|PRP45",410.547340399514,-0.0354888992052081,0.127562925803374,-0.27820700240061,0.780853459835985,0.999701199421666,"Not Significant","PRP45",FALSE,NA
"SK1_01T00370.1|CDS=1-2283|Name=YAL031C|GIP 4.00",397.802883858433,0.0619427701997421,0.134459063366354,0.460681256056125,0.645027304781679,0.999701199421666,"Not Significant","GIP 4.00",FALSE,NA
"SK1_01T00380.1|CDS=1-354|Name=YAL030W|SNC1",95.579662869974,-0.0142173492966718,0.225474499980813,-0.0630552426011883,0.949722514565142,0.999701199421666,"Not Significant","SNC1",FALSE,NA
"SK1_01T00390.1|CDS=1-4416|Name=YAL029C|MYO4",2035.13249029295,-0.00492767943277913,0.0912123004037705,-0.0540242863184649,0.956915814809438,0.999701199421666,"Not Significant","MYO4",FALSE,NA
"SK1_01T00400.1|CDS=1-1587|Name=YAL028W|FRT2",74.2571103144089,-0.224553985458807,0.224917381523641,-0.998384313109231,0.318093037368807,0.999701199421666,"Not Significant","FRT2",FALSE,NA
"SK1_01T00410.1|CDS=1-786|Name=YAL027W|SAW1",117.777106832772,0.150695554051343,0.188978617001527,0.797421192103047,0.425206455513524,0.999701199421666,"Not Significant","SAW1",FALSE,NA
"SK1_01T00420.1|CDS=1-4068|Name=YAL026C|DRS2",1096.26471419406,0.0637289690827938,0.0980340909362623,0.650069465368203,0.515647351836997,0.999701199421666,"Not Significant","DRS2",FALSE,NA
"SK1_01T00430.1|CDS=1-921|Name=YAL025C|MAK16",4079.07365501805,0.00579827077711458,0.0983047779310825,0.0589825937166504,0.952965972173865,0.999701199421666,"Not Significant","MAK16",FALSE,NA
"SK1_01T00440.1|CDS=1-4308|Name=YAL024C|LTE1",663.527074363764,0.142699911557483,0.111898771906208,1.27525896063535,0.202217598393423,0.999701199421666,"Not Significant","LTE1",FALSE,NA
"SK1_01T00450.1|CDS=1-2280|Name=YAL023C|PMT2",4287.80668972631,-0.00404364138603312,0.150175418602491,-0.0269261202909412,0.978518660087922,0.999701199421666,"Not Significant","PMT2",FALSE,NA
"SK1_01T00460.1|CDS=1-1554|Name=YAL022C|FUN26",543.644802974249,-0.0546843811121244,0.154371592382498,-0.354238628157887,0.723160056940625,0.999701199421666,"Not Significant","FUN26",FALSE,NA
"SK1_01T00470.1|CDS=1-2514|Name=YAL021C|CCR4",2024.19638755385,0.0277474712625063,0.156438051741332,0.177370345345302,0.859217498968404,0.999701199421666,"Not Significant","CCR4",FALSE,NA
"SK1_01T00480.1|CDS=1-1002|Name=YAL020C|ATS 1.00",348.429560917922,-0.00992268942367401,0.207035827954525,-0.0479274023327669,0.961774100576401,0.999701199421666,"Not Significant","ATS 1.00",FALSE,NA
"SK1_01T00490.1|CDS=1-3396|Name=YAL019W|FUN30",1909.19138757887,-0.0296442408574281,0.0962852036474845,-0.307879505203733,0.75817402127937,0.999701199421666,"Not Significant","FUN30",FALSE,NA
"SK1_01T00510.1|CDS=1-4071|Name=YAL017W|PSK1",734.690859486646,0.00451433524096504,0.134035143830454,0.033680235734856,0.97313213962894,0.999701199421666,"Not Significant","PSK1",FALSE,NA
"SK1_01T00520.1|CDS=1-1908|Name=YAL016W|TPD3",970.775348921061,0.0120391309510467,0.0950543283565465,0.126655262934353,0.89921325559553,0.999701199421666,"Not Significant","TPD3",FALSE,NA
"SK1_01T00530.1|CDS=1-1200|Name=YAL015C|NTG1",354.775123915792,0.0402334887794145,0.128020496834503,0.314273805947073,0.753313090924974,0.999701199421666,"Not Significant","NTG1",FALSE,NA
"SK1_01T00540.1|CDS=1-768|Name=YAL014C|SYN8",302.808911420176,-0.0024893335739845,0.163640688793896,-0.0152121919819086,0.987862894992971,0.999701199421666,"Not Significant","SYN8",FALSE,NA
"SK1_01T00550.1|CDS=1-1218|Name=YAL013W|DEP1",912.371679089611,-0.0115158434041562,0.124083625576023,-0.0928071157712968,0.926056797844427,0.999701199421666,"Not Significant","DEP1",FALSE,NA
"SK1_01T00560.1|CDS=1-1185|Name=YAL012W|CYS3",4826.75469832138,-0.0911634454767942,0.16375901073518,-0.556692697809573,0.577737406885891,0.999701199421666,"Not Significant","CYS3",FALSE,NA
"SK1_01T00570.1|CDS=1-1878|Name=YAL011W|SWC3",524.017414827974,0.0405327455449792,0.125389011540052,0.323255961963079,0.746501402340345,0.999701199421666,"Not Significant","SWC3",FALSE,NA
"SK1_01T00580.1|CDS=1-1482|Name=YAL010C|MDM10",206.087817689191,0.075212807516223,0.153631758069584,0.489565493888035,0.624441398833489,0.999701199421666,"Not Significant","MDM10",FALSE,NA
"SK1_01T00590.1|CDS=1-780|Name=YAL009W|SPO7",187.149506729964,0.0371522624266288,0.16005255917804,0.232125388168903,0.816440626446952,0.999701199421666,"Not Significant","SPO7",FALSE,NA
"SK1_01T00600.1|CDS=1-597|Name=YAL008W|FUN14",150.092904489021,-0.112540738502795,0.195246014306318,-0.576404793217604,0.564341605335337,0.999701199421666,"Not Significant","FUN14",FALSE,NA
"SK1_01T00610.1|CDS=1-648|Name=YAL007C|ERP2",1200.18015917016,-0.0462179878966903,0.189242324637803,-0.244226485724841,0.807055415384812,0.999701199421666,"Not Significant","ERP2",FALSE,NA
"SK1_01T00620.1|CDS=1-1929|Name=YAL005C|SSA1",11224.4812002855,0.241657587170429,0.114688269216304,2.10708199558456,0.0351104726930339,0.999701199421666,"Not Significant","SSA1",FALSE,NA
"SK1_01T00630.1|CDS=1-624|Name=YAL003W|EFB1",12887.3753134595,0.0870130593968686,0.126959155385295,0.685362620228546,0.493115125604616,0.999701199421666,"Not Significant","EFB1",FALSE,NA
"SK1_01T00640.1|CDS=1-3825|Name=YAL002W|VPS8",392.100152405092,-0.024077435988452,0.139894298262888,-0.172111632049548,0.863349768171641,0.999701199421666,"Not Significant","VPS8",FALSE,NA
